id,date,region,category,value
1190,2020-03-11,New Brunswick,Residential,0.8
1191,2020-03-13,New Brunswick,Residential,5.8
1192,2020-03-15,New Brunswick,Residential,0.94
1193,2020-03-17,New Brunswick,Residential,12.32
1194,2020-03-19,New Brunswick,Residential,15.67
1195,2020-03-21,New Brunswick,Residential,12.89
1196,2020-03-23,New Brunswick,Residential,18.27
1197,2020-03-25,New Brunswick,Residential,19.38
1198,2020-03-27,New Brunswick,Residential,23.83
1199,2020-03-29,New Brunswick,Residential,7.62
1200,2020-02-17,Newfoundland and Labrador,Retail & recreation,4.88
1201,2020-02-19,Newfoundland and Labrador,Retail & recreation,-21.7
1202,2020-02-21,Newfoundland and Labrador,Retail & recreation,0.39
1203,2020-02-23,Newfoundland and Labrador,Retail & recreation,24.39
1204,2020-03-18,New Brunswick,Grocery & pharmacy,-1.07
1205,2020-03-20,New Brunswick,Grocery & pharmacy,-14.32
1206,2020-03-22,New Brunswick,Grocery & pharmacy,-21.73
1207,2020-03-24,New Brunswick,Grocery & pharmacy,-28.8
1208,2020-03-26,New Brunswick,Grocery & pharmacy,-19.97
1209,2020-03-28,New Brunswick,Grocery & pharmacy,-29.53
1210,2020-02-16,New Brunswick,Parks,120.57
1211,2020-02-18,New Brunswick,Parks,-12.13
1212,2020-02-20,New Brunswick,Parks,-11.6
1213,2020-02-22,New Brunswick,Parks,14.21
1214,2020-02-24,New Brunswick,Parks,8.65
1215,2020-02-26,New Brunswick,Parks,10.94
1216,2020-02-28,New Brunswick,Parks,-17.35
1217,2020-03-01,New Brunswick,Parks,54.89
1218,2020-03-03,New Brunswick,Parks,12.12
1219,2020-03-05,New Brunswick,Parks,3.61
1220,2020-03-07,New Brunswick,Parks,-19.12
1221,2020-03-09,New Brunswick,Parks,-7.88
1222,2020-03-11,New Brunswick,Parks,-2.2
1223,2020-03-13,New Brunswick,Parks,-30.65
1224,2020-03-15,New Brunswick,Parks,92.14
1225,2020-03-17,New Brunswick,Parks,-14.4
1226,2020-03-19,New Brunswick,Parks,13.04
1227,2020-03-21,New Brunswick,Parks,0.48
1228,2020-03-23,New Brunswick,Parks,-3.95
1229,2020-03-25,New Brunswick,Parks,10.21
1230,2020-03-27,New Brunswick,Parks,-37.58
1231,2020-03-29,New Brunswick,Parks,100.97
1232,2020-02-17,New Brunswick,Transit stations,-24.42
1233,2020-02-19,New Brunswick,Transit stations,6.06
1234,2020-02-21,New Brunswick,Transit stations,1.65
1235,2020-02-23,New Brunswick,Transit stations,21.78
1236,2020-02-25,New Brunswick,Transit stations,6.54
1237,2020-02-27,New Brunswick,Transit stations,-20.49
1238,2020-02-29,New Brunswick,Transit stations,21.87
1239,2020-03-02,New Brunswick,Transit stations,0.58
1240,2020-03-04,New Brunswick,Transit stations,-2.42
1241,2020-03-06,New Brunswick,Transit stations,1.11
1242,2020-03-08,New Brunswick,Transit stations,16.83
1243,2020-03-10,New Brunswick,Transit stations,-8.93
1244,2020-03-12,New Brunswick,Transit stations,1.2
1245,2020-03-14,New Brunswick,Transit stations,-4.69
1246,2020-03-16,New Brunswick,Transit stations,-18.03
1247,2020-03-18,New Brunswick,Transit stations,-29.69
1248,2020-03-20,New Brunswick,Transit stations,-44.2
1249,2020-03-22,New Brunswick,Transit stations,-38.62
1250,2020-03-24,New Brunswick,Transit stations,-54.16
1251,2020-03-26,New Brunswick,Transit stations,-54.22
1252,2020-03-28,New Brunswick,Transit stations,-41.4
1253,2020-02-16,New Brunswick,Workplace,4.86
1254,2020-02-18,New Brunswick,Workplace,1.0
1255,2020-02-20,New Brunswick,Workplace,-0.27
1256,2020-02-22,New Brunswick,Workplace,0.11
1257,2020-02-24,New Brunswick,Workplace,2.2
1258,2020-02-26,New Brunswick,Workplace,0.79
1259,2020-02-28,New Brunswick,Workplace,-4.61
1260,2020-03-01,New Brunswick,Workplace,5.69
1261,2020-03-03,New Brunswick,Workplace,-15.78
1262,2020-03-05,New Brunswick,Workplace,-17.32
1263,2020-03-07,New Brunswick,Workplace,-1.77
1264,2020-03-09,New Brunswick,Workplace,0.62
1265,2020-03-11,New Brunswick,Workplace,-0.41
1266,2020-03-13,New Brunswick,Workplace,-5.32
1267,2020-03-15,New Brunswick,Workplace,1.11
1268,2020-03-17,New Brunswick,Workplace,-34.0
1269,2020-03-19,New Brunswick,Workplace,-42.78
1270,2020-03-21,New Brunswick,Workplace,-35.83
1271,2020-03-23,New Brunswick,Workplace,-51.25
1272,2020-03-25,New Brunswick,Workplace,-53.97
1273,2020-03-27,New Brunswick,Workplace,-54.77
1274,2020-03-29,New Brunswick,Workplace,-34.95
1275,2020-02-17,New Brunswick,Residential,13.92
1276,2020-02-19,New Brunswick,Residential,1.12
1277,2020-02-21,New Brunswick,Residential,1.16
1278,2020-02-23,New Brunswick,Residential,-3.87
1279,2020-02-25,New Brunswick,Residential,-0.2
1280,2020-02-27,New Brunswick,Residential,10.53
1281,2020-02-29,New Brunswick,Residential,-0.6
1282,2020-03-02,New Brunswick,Residential,2.31
1283,2020-03-04,New Brunswick,Residential,3.53
1284,2020-03-06,New Brunswick,Residential,3.07
1285,2020-03-08,New Brunswick,Residential,-3.44
1286,2020-03-10,New Brunswick,Residential,5.55
1287,2020-03-12,New Brunswick,Residential,0.14
1288,2020-03-14,New Brunswick,Residential,4.43
1289,2020-03-16,New Brunswick,Residential,7.57
1290,2020-03-18,New Brunswick,Residential,14.1
1291,2020-03-20,New Brunswick,Residential,21.15
1292,2020-03-22,New Brunswick,Residential,7.44
1293,2020-03-24,New Brunswick,Residential,20.59
1294,2020-03-26,New Brunswick,Residential,21.15
1295,2020-03-28,New Brunswick,Residential,13.0
1296,2020-02-16,Newfoundland and Labrador,Retail & recreation,14.66
1297,2020-02-18,Newfoundland and Labrador,Retail & recreation,-1.58
1298,2020-02-20,Newfoundland and Labrador,Retail & recreation,1.9
1299,2020-02-22,Newfoundland and Labrador,Retail & recreation,2.42
1300,2020-02-24,Newfoundland and Labrador,Retail & recreation,4.42
1301,2020-02-26,Newfoundland and Labrador,Retail & recreation,3.93
1302,2020-02-28,Newfoundland and Labrador,Retail & recreation,-15.51
1303,2020-02-25,Newfoundland and Labrador,Retail & recreation,0.34
1304,2020-02-27,Newfoundland and Labrador,Retail & recreation,6.37
1305,2020-02-29,Newfoundland and Labrador,Retail & recreation,6.85
1306,2020-03-02,Newfoundland and Labrador,Retail & recreation,-17.15
1307,2020-03-04,Newfoundland and Labrador,Retail & recreation,-0.65
1308,2020-03-06,Newfoundland and Labrador,Retail & recreation,8.11
1309,2020-03-08,Newfoundland and Labrador,Retail & recreation,-15.64
1310,2020-03-10,Newfoundland and Labrador,Retail & recreation,2.04
1311,2020-03-12,Newfoundland and Labrador,Retail & recreation,8.2
1312,2020-03-14,Newfoundland and Labrador,Retail & recreation,-7.72
1313,2020-03-16,Newfoundland and Labrador,Retail & recreation,8.45
1314,2020-03-18,Newfoundland and Labrador,Retail & recreation,-23.16
1315,2020-03-20,Newfoundland and Labrador,Retail & recreation,-32.72
1316,2020-03-22,Newfoundland and Labrador,Retail & recreation,-37.93
1317,2020-03-24,Newfoundland and Labrador,Retail & recreation,-50.87
1318,2020-03-26,Newfoundland and Labrador,Retail & recreation,-50.95
1319,2020-03-28,Newfoundland and Labrador,Retail & recreation,-55.12
1320,2020-02-16,Newfoundland and Labrador,Grocery & pharmacy,-0.43
1321,2020-02-18,Newfoundland and Labrador,Grocery & pharmacy,-2.92
1322,2020-02-20,Newfoundland and Labrador,Grocery & pharmacy,-1.67
1323,2020-02-22,Newfoundland and Labrador,Grocery & pharmacy,2.45
1324,2020-02-24,Newfoundland and Labrador,Grocery & pharmacy,4.83
1325,2020-02-26,Newfoundland and Labrador,Grocery & pharmacy,0.33
1326,2020-02-28,Newfoundland and Labrador,Grocery & pharmacy,-13.16
1327,2020-03-01,Newfoundland and Labrador,Grocery & pharmacy,9.29
1328,2020-03-03,Newfoundland and Labrador,Grocery & pharmacy,0.8
1329,2020-03-05,Newfoundland and Labrador,Grocery & pharmacy,0.91
1330,2020-03-07,Newfoundland and Labrador,Grocery & pharmacy,10.46
1331,2020-03-09,Newfoundland and Labrador,Grocery & pharmacy,6.7
1332,2020-03-11,Newfoundland and Labrador,Grocery & pharmacy,-5.11
1333,2020-03-13,Newfoundland and Labrador,Grocery & pharmacy,28.85
1334,2020-03-15,Newfoundland and Labrador,Grocery & pharmacy,25.48
1335,2020-03-17,Newfoundland and Labrador,Grocery & pharmacy,22.84
1336,2020-03-19,Newfoundland and Labrador,Grocery & pharmacy,14.41
1337,2020-03-21,Newfoundland and Labrador,Grocery & pharmacy,-17.08
1338,2020-03-23,Newfoundland and Labrador,Grocery & pharmacy,-10.06
1339,2020-03-25,Newfoundland and Labrador,Grocery & pharmacy,-48.11
1340,2020-03-27,Newfoundland and Labrador,Grocery & pharmacy,-38.33
1341,2020-03-29,Newfoundland and Labrador,Grocery & pharmacy,-38.23
1342,2020-02-17,Newfoundland and Labrador,Parks,34.84
1343,2020-02-19,Newfoundland and Labrador,Parks,-28.58
1344,2020-02-21,Newfoundland and Labrador,Parks,-1.91
1345,2020-02-23,Newfoundland and Labrador,Parks,54.63
1346,2020-02-25,Newfoundland and Labrador,Parks,22.82
1347,2020-02-27,Newfoundland and Labrador,Parks,-0.01
1348,2020-02-29,Newfoundland and Labrador,Parks,18.24
1349,2020-03-02,Newfoundland and Labrador,Parks,-0.01
1350,2020-03-04,Newfoundland and Labrador,Parks,-3.57
1351,2020-03-06,Newfoundland and Labrador,Parks,7.61
1352,2020-03-08,Newfoundland and Labrador,Parks,-16.5
1353,2020-03-10,Newfoundland and Labrador,Parks,-0.01
1354,2020-03-12,Newfoundland and Labrador,Parks,-2.06
1355,2020-03-14,Newfoundland and Labrador,Parks,-25.68
1356,2020-03-16,Newfoundland and Labrador,Parks,62.12
1357,2020-03-18,Newfoundland and Labrador,Parks,-5.96
1358,2020-03-20,Newfoundland and Labrador,Parks,-0.01
1359,2020-03-22,Newfoundland and Labrador,Parks,17.52
1360,2020-03-24,Newfoundland and Labrador,Parks,-14.13
1361,2020-03-26,Newfoundland and Labrador,Parks,6.18
1362,2020-03-28,Newfoundland and Labrador,Parks,-26.36
1363,2020-02-16,Newfoundland and Labrador,Transit stations,12.89
1364,2020-02-18,Newfoundland and Labrador,Transit stations,-2.92
1365,2020-02-20,Newfoundland and Labrador,Transit stations,2.85
1366,2020-02-22,Newfoundland and Labrador,Transit stations,2.46
1367,2020-02-24,Newfoundland and Labrador,Transit stations,12.75
1368,2020-02-26,Newfoundland and Labrador,Transit stations,7.61
1369,2020-02-28,Newfoundland and Labrador,Transit stations,-11.54
1370,2020-03-01,Newfoundland and Labrador,Transit stations,17.73
1371,2020-03-03,Newfoundland and Labrador,Transit stations,4.85
1372,2020-03-05,Newfoundland and Labrador,Transit stations,-0.01
1373,2020-03-07,Newfoundland and Labrador,Transit stations,-12.35
1374,2020-03-09,Newfoundland and Labrador,Transit stations,21.27
1375,2020-03-11,Newfoundland and Labrador,Transit stations,0.94
1376,2020-03-13,Newfoundland and Labrador,Transit stations,3.84
1377,2020-03-15,Newfoundland and Labrador,Transit stations,11.28
1378,2020-03-17,Newfoundland and Labrador,Transit stations,-14.57
1379,2020-03-19,Newfoundland and Labrador,Transit stations,-23.82
1380,2020-03-21,Newfoundland and Labrador,Transit stations,-37.04
1381,2020-03-23,Newfoundland and Labrador,Transit stations,-39.37
1382,2020-03-25,Newfoundland and Labrador,Transit stations,-66.67
1383,2020-03-27,Newfoundland and Labrador,Transit stations,-70.19
1384,2020-03-29,Newfoundland and Labrador,Transit stations,-59.68
1385,2020-02-17,Newfoundland and Labrador,Workplace,-10.24
1386,2020-02-19,Newfoundland and Labrador,Workplace,-9.73
1387,2020-02-21,Newfoundland and Labrador,Workplace,31.46
1388,2020-03-01,Newfoundland and Labrador,Retail & recreation,15.64
1389,2020-03-03,Newfoundland and Labrador,Retail & recreation,-0.88
1390,2020-03-05,Newfoundland and Labrador,Retail & recreation,1.9
1391,2020-03-07,Newfoundland and Labrador,Retail & recreation,-3.74
1392,2020-03-09,Newfoundland and Labrador,Retail & recreation,7.71
1393,2020-03-11,Newfoundland and Labrador,Retail & recreation,-1.12
1394,2020-03-13,Newfoundland and Labrador,Retail & recreation,8.07
1395,2020-03-15,Newfoundland and Labrador,Retail & recreation,13.12
1396,2020-03-17,Newfoundland and Labrador,Retail & recreation,-11.46
1397,2020-03-19,Newfoundland and Labrador,Retail & recreation,-18.72
1398,2020-03-21,Newfoundland and Labrador,Retail & recreation,-46.35
1399,2020-03-23,Newfoundland and Labrador,Retail & recreation,-39.32
1400,2020-03-25,Newfoundland and Labrador,Retail & recreation,-66.16
1401,2020-03-27,Newfoundland and Labrador,Retail & recreation,-61.1
1402,2020-03-29,Newfoundland and Labrador,Retail & recreation,-53.97
1403,2020-02-17,Newfoundland and Labrador,Grocery & pharmacy,2.79
1404,2020-02-19,Newfoundland and Labrador,Grocery & pharmacy,-20.6
1405,2020-02-21,Newfoundland and Labrador,Grocery & pharmacy,-1.56
1406,2020-02-23,Newfoundland and Labrador,Grocery & pharmacy,3.89
1407,2020-02-25,Newfoundland and Labrador,Grocery & pharmacy,3.72
1408,2020-02-27,Newfoundland and Labrador,Grocery & pharmacy,6.21
1409,2020-02-29,Newfoundland and Labrador,Grocery & pharmacy,10.15
1410,2020-03-02,Newfoundland and Labrador,Grocery & pharmacy,-12.11
1411,2020-03-04,Newfoundland and Labrador,Grocery & pharmacy,-5.93
1412,2020-03-06,Newfoundland and Labrador,Grocery & pharmacy,7.07
1413,2020-03-08,Newfoundland and Labrador,Grocery & pharmacy,-25.49
1414,2020-03-10,Newfoundland and Labrador,Grocery & pharmacy,-0.32
1415,2020-03-12,Newfoundland and Labrador,Grocery & pharmacy,13.95
1416,2020-03-14,Newfoundland and Labrador,Grocery & pharmacy,14.61
1417,2020-03-16,Newfoundland and Labrador,Grocery & pharmacy,45.8
1418,2020-03-18,Newfoundland and Labrador,Grocery & pharmacy,12.69
1419,2020-03-20,Newfoundland and Labrador,Grocery & pharmacy,-1.28
1420,2020-03-22,Newfoundland and Labrador,Grocery & pharmacy,-17.07
1421,2020-03-24,Newfoundland and Labrador,Grocery & pharmacy,-22.37
1422,2020-03-26,Newfoundland and Labrador,Grocery & pharmacy,-25.96
1423,2020-03-28,Newfoundland and Labrador,Grocery & pharmacy,-25.84
1424,2020-02-16,Newfoundland and Labrador,Parks,25.76
1425,2020-02-18,Newfoundland and Labrador,Parks,-1.09
1426,2020-02-20,Newfoundland and Labrador,Parks,-16.5
1427,2020-02-22,Newfoundland and Labrador,Parks,9.45
1428,2020-02-24,Newfoundland and Labrador,Parks,77.26
1429,2020-02-26,Newfoundland and Labrador,Parks,16.67
1430,2020-02-28,Newfoundland and Labrador,Parks,-18.09
1431,2020-03-01,Newfoundland and Labrador,Parks,26.8
1432,2020-03-03,Newfoundland and Labrador,Parks,-10.88
1433,2020-03-05,Newfoundland and Labrador,Parks,-17.52
1434,2020-03-07,Newfoundland and Labrador,Parks,-19.6
1435,2020-03-09,Newfoundland and Labrador,Parks,34.84
1436,2020-03-11,Newfoundland and Labrador,Parks,-4.76
1437,2020-03-13,Newfoundland and Labrador,Parks,22.85
1438,2020-03-15,Newfoundland and Labrador,Parks,17.52
1439,2020-03-17,Newfoundland and Labrador,Parks,25.0
1440,2020-03-19,Newfoundland and Labrador,Parks,36.07
1441,2020-03-21,Newfoundland and Labrador,Parks,-27.02
1442,2020-03-23,Newfoundland and Labrador,Parks,54.54
1443,2020-03-25,Newfoundland and Labrador,Parks,-38.1
1444,2020-03-27,Newfoundland and Labrador,Parks,-53.33
1445,2020-03-29,Newfoundland and Labrador,Parks,-17.52
1446,2020-02-17,Newfoundland and Labrador,Transit stations,6.38
1447,2020-02-19,Newfoundland and Labrador,Transit stations,-19.06
1448,2020-02-21,Newfoundland and Labrador,Transit stations,3.84
1449,2020-02-23,Newfoundland and Labrador,Transit stations,17.73
1450,2020-02-25,Newfoundland and Labrador,Transit stations,8.73
1451,2020-02-27,Newfoundland and Labrador,Transit stations,-0.01
1452,2020-02-29,Newfoundland and Labrador,Transit stations,16.04
1453,2020-03-02,Newfoundland and Labrador,Transit stations,-9.59
1454,2020-03-04,Newfoundland and Labrador,Transit stations,-2.86
1455,2020-03-06,Newfoundland and Labrador,Transit stations,7.68
1456,2020-03-08,Newfoundland and Labrador,Transit stations,14.5
1457,2020-03-10,Newfoundland and Labrador,Transit stations,6.78
1458,2020-03-12,Newfoundland and Labrador,Transit stations,3.8
1459,2020-03-14,Newfoundland and Labrador,Transit stations,-11.12
1460,2020-03-16,Newfoundland and Labrador,Transit stations,-8.51
1461,2020-03-18,Newfoundland and Labrador,Transit stations,-24.77
1462,2020-03-20,Newfoundland and Labrador,Transit stations,-31.74
1463,2020-03-22,Newfoundland and Labrador,Transit stations,-19.36
1464,2020-03-24,Newfoundland and Labrador,Transit stations,-49.52
1465,2020-03-26,Newfoundland and Labrador,Transit stations,-56.2
1466,2020-03-28,Newfoundland and Labrador,Transit stations,-49.39
1467,2020-02-16,Newfoundland and Labrador,Workplace,13.92
1468,2020-02-18,Newfoundland and Labrador,Workplace,-3.21
1469,2020-02-20,Newfoundland and Labrador,Workplace,-4.48
1470,2020-02-22,Newfoundland and Labrador,Workplace,4.68
1471,2020-02-24,Newfoundland and Labrador,Workplace,3.85
1472,2020-02-26,Newfoundland and Labrador,Workplace,1.23
1473,2020-03-25,Yukon,Workplace,-45.66
1474,2020-02-23,Newfoundland and Labrador,Workplace,19.94
1475,2020-02-25,Newfoundland and Labrador,Workplace,1.79
1476,2020-02-27,Newfoundland and Labrador,Workplace,1.76
1477,2020-02-29,Newfoundland and Labrador,Workplace,7.34
1478,2020-03-02,Newfoundland and Labrador,Workplace,-25.09
1479,2020-03-04,Newfoundland and Labrador,Workplace,0.07
1480,2020-03-06,Newfoundland and Labrador,Workplace,35.97
1481,2020-03-08,Newfoundland and Labrador,Workplace,6.28
1482,2020-03-10,Newfoundland and Labrador,Workplace,1.71
1483,2020-03-12,Newfoundland and Labrador,Workplace,0.07
1484,2020-03-14,Newfoundland and Labrador,Workplace,-1.64
1485,2020-03-16,Newfoundland and Labrador,Workplace,-19.64
1486,2020-03-18,Newfoundland and Labrador,Workplace,-33.18
1487,2020-03-20,Newfoundland and Labrador,Workplace,-17.09
1488,2020-03-22,Newfoundland and Labrador,Workplace,-18.04
1489,2020-03-24,Newfoundland and Labrador,Workplace,-54.11
1490,2020-03-26,Newfoundland and Labrador,Workplace,-57.67
1491,2020-03-28,Newfoundland and Labrador,Workplace,-42.45
1492,2020-02-16,Newfoundland and Labrador,Residential,-2.51
1493,2020-02-18,Newfoundland and Labrador,Residential,0.66
1494,2020-02-20,Newfoundland and Labrador,Residential,1.3
1495,2020-02-22,Newfoundland and Labrador,Residential,0.35
1496,2020-02-24,Newfoundland and Labrador,Residential,-1.67
1497,2020-02-26,Newfoundland and Labrador,Residential,-0.5
1498,2020-02-28,Newfoundland and Labrador,Residential,7.96
1499,2020-03-01,Newfoundland and Labrador,Residential,-1.75
1500,2020-03-03,Newfoundland and Labrador,Residential,0.77
1501,2020-03-05,Newfoundland and Labrador,Residential,1.43
1502,2020-03-07,Newfoundland and Labrador,Residential,3.5
1503,2020-03-09,Newfoundland and Labrador,Residential,-1.42
1504,2020-03-11,Newfoundland and Labrador,Residential,1.78
1505,2020-03-13,Newfoundland and Labrador,Residential,0.81
1506,2020-03-15,Newfoundland and Labrador,Residential,-0.79
1507,2020-03-17,Newfoundland and Labrador,Residential,7.05
1508,2020-03-19,Newfoundland and Labrador,Residential,10.32
1509,2020-03-21,Newfoundland and Labrador,Residential,11.84
1510,2020-03-23,Newfoundland and Labrador,Residential,12.08
1511,2020-03-25,Newfoundland and Labrador,Residential,21.3
1512,2020-03-27,Newfoundland and Labrador,Residential,24.02
1513,2020-03-29,Newfoundland and Labrador,Residential,8.52
1514,2020-02-17,Northwest Territories,Retail & recreation,6.14
1515,2020-02-19,Northwest Territories,Retail & recreation,5.59
1516,2020-02-21,Northwest Territories,Retail & recreation,13.78
1517,2020-02-23,Northwest Territories,Retail & recreation,11.61
1518,2020-02-25,Northwest Territories,Retail & recreation,13.14
1519,2020-02-27,Northwest Territories,Retail & recreation,12.89
1520,2020-02-29,Northwest Territories,Retail & recreation,13.13
1521,2020-03-02,Northwest Territories,Retail & recreation,8.76
1522,2020-03-04,Northwest Territories,Retail & recreation,13.59
1523,2020-03-06,Northwest Territories,Retail & recreation,11.71
1524,2020-03-08,Northwest Territories,Retail & recreation,11.61
1525,2020-03-10,Northwest Territories,Retail & recreation,15.78
1526,2020-03-12,Northwest Territories,Retail & recreation,8.86
1527,2020-03-14,Northwest Territories,Retail & recreation,-0.01
1528,2020-03-16,Northwest Territories,Retail & recreation,-0.01
1529,2020-03-18,Northwest Territories,Retail & recreation,-15.21
1530,2020-03-20,Northwest Territories,Retail & recreation,-24.84
1531,2020-03-22,Northwest Territories,Retail & recreation,-44.19
1532,2020-03-24,Northwest Territories,Retail & recreation,-50.01
1533,2020-03-26,Northwest Territories,Retail & recreation,-50.81
1534,2020-03-28,Northwest Territories,Retail & recreation,-58.4
1535,2020-02-16,Northwest Territories,Grocery & pharmacy,14.81
1536,2020-02-18,Northwest Territories,Grocery & pharmacy,6.77
1537,2020-02-20,Northwest Territories,Grocery & pharmacy,11.1
1538,2020-02-22,Northwest Territories,Grocery & pharmacy,3.94
1539,2020-02-24,Northwest Territories,Grocery & pharmacy,-4.84
1540,2020-02-26,Northwest Territories,Grocery & pharmacy,10.0
1541,2020-02-28,Northwest Territories,Grocery & pharmacy,5.55
1542,2020-03-01,Northwest Territories,Grocery & pharmacy,11.1
1543,2020-03-03,Northwest Territories,Grocery & pharmacy,13.55
1544,2020-03-05,Northwest Territories,Grocery & pharmacy,7.93
1545,2020-03-07,Northwest Territories,Grocery & pharmacy,6.57
1546,2020-03-09,Northwest Territories,Grocery & pharmacy,8.06
1547,2020-03-11,Northwest Territories,Grocery & pharmacy,-1.67
1548,2020-03-13,Northwest Territories,Grocery & pharmacy,5.55
1549,2020-03-15,Northwest Territories,Grocery & pharmacy,-1.86
1550,2020-03-17,Northwest Territories,Grocery & pharmacy,13.55
1551,2020-03-19,Northwest Territories,Grocery & pharmacy,-3.18
1552,2020-03-21,Northwest Territories,Grocery & pharmacy,-28.95
1553,2020-03-23,Northwest Territories,Grocery & pharmacy,-32.26
1554,2020-03-25,Northwest Territories,Grocery & pharmacy,-27.92
1555,2020-03-27,Northwest Territories,Grocery & pharmacy,-26.05
1556,2020-03-29,Northwest Territories,Grocery & pharmacy,-44.45
1557,2020-03-19,Northwest Territories,Transit stations,-20.0
1558,2020-03-24,Northwest Territories,Transit stations,-50.0
1559,2020-02-28,Newfoundland and Labrador,Workplace,18.57
1560,2020-03-01,Newfoundland and Labrador,Workplace,16.93
1561,2020-03-03,Newfoundland and Labrador,Workplace,0.85
1562,2020-03-05,Newfoundland and Labrador,Workplace,-1.17
1563,2020-03-07,Newfoundland and Labrador,Workplace,2.04
1564,2020-03-09,Newfoundland and Labrador,Workplace,4.44
1565,2020-03-11,Newfoundland and Labrador,Workplace,0.3
1566,2020-03-13,Newfoundland and Labrador,Workplace,29.32
1567,2020-03-15,Newfoundland and Labrador,Workplace,11.46
1568,2020-03-17,Newfoundland and Labrador,Workplace,-22.96
1569,2020-03-19,Newfoundland and Labrador,Workplace,-36.55
1570,2020-03-21,Newfoundland and Labrador,Workplace,-26.13
1571,2020-03-23,Newfoundland and Labrador,Workplace,-45.9
1572,2020-03-25,Newfoundland and Labrador,Workplace,-61.89
1573,2020-03-27,Newfoundland and Labrador,Workplace,-45.23
1574,2020-03-29,Newfoundland and Labrador,Workplace,-34.97
1575,2020-02-17,Newfoundland and Labrador,Residential,0.23
1576,2020-02-19,Newfoundland and Labrador,Residential,4.72
1577,2020-02-21,Newfoundland and Labrador,Residential,1.56
1578,2020-02-23,Newfoundland and Labrador,Residential,-3.62
1579,2020-02-25,Newfoundland and Labrador,Residential,-0.29
1580,2020-02-27,Newfoundland and Labrador,Residential,-0.58
1581,2020-02-29,Newfoundland and Labrador,Residential,-0.47
1582,2020-03-02,Newfoundland and Labrador,Residential,7.46
1583,2020-03-04,Newfoundland and Labrador,Residential,1.3
1584,2020-03-06,Newfoundland and Labrador,Residential,0.32
1585,2020-03-08,Newfoundland and Labrador,Residential,1.97
1586,2020-03-10,Newfoundland and Labrador,Residential,0.21
1587,2020-03-12,Newfoundland and Labrador,Residential,0.11
1588,2020-03-14,Newfoundland and Labrador,Residential,3.89
1589,2020-03-16,Newfoundland and Labrador,Residential,3.04
1590,2020-03-18,Newfoundland and Labrador,Residential,11.03
1591,2020-03-20,Newfoundland and Labrador,Residential,14.39
1592,2020-03-22,Newfoundland and Labrador,Residential,5.35
1593,2020-03-24,Newfoundland and Labrador,Residential,17.37
1594,2020-03-26,Newfoundland and Labrador,Residential,18.0
1595,2020-03-28,Newfoundland and Labrador,Residential,13.55
1596,2020-02-16,Northwest Territories,Retail & recreation,8.13
1597,2020-02-18,Northwest Territories,Retail & recreation,10.52
1598,2020-02-20,Northwest Territories,Retail & recreation,19.34
1599,2020-02-22,Northwest Territories,Retail & recreation,11.67
1600,2020-02-24,Northwest Territories,Retail & recreation,8.76
1601,2020-02-26,Northwest Territories,Retail & recreation,12.8
1602,2020-02-28,Northwest Territories,Retail & recreation,16.55
1603,2020-03-01,Northwest Territories,Retail & recreation,15.11
1604,2020-03-03,Northwest Territories,Retail & recreation,12.27
1605,2020-03-05,Northwest Territories,Retail & recreation,15.31
1606,2020-03-07,Northwest Territories,Retail & recreation,8.02
1607,2020-03-09,Northwest Territories,Retail & recreation,12.27
1608,2020-03-11,Northwest Territories,Retail & recreation,6.39
1609,2020-03-13,Northwest Territories,Retail & recreation,8.27
1610,2020-03-15,Northwest Territories,Retail & recreation,4.64
1611,2020-03-17,Northwest Territories,Retail & recreation,-5.27
1612,2020-03-19,Northwest Territories,Retail & recreation,-22.59
1613,2020-03-21,Northwest Territories,Retail & recreation,-42.34
1614,2020-03-23,Northwest Territories,Retail & recreation,-50.01
1615,2020-03-25,Northwest Territories,Retail & recreation,-52.01
1616,2020-03-27,Northwest Territories,Retail & recreation,-51.73
1617,2020-03-29,Northwest Territories,Retail & recreation,-59.3
1618,2020-02-17,Northwest Territories,Grocery & pharmacy,-0.01
1619,2020-02-19,Northwest Territories,Grocery & pharmacy,1.65
1620,2020-02-21,Northwest Territories,Grocery & pharmacy,4.16
1621,2020-02-23,Northwest Territories,Grocery & pharmacy,18.51
1622,2020-02-25,Northwest Territories,Grocery & pharmacy,13.55
1623,2020-02-27,Northwest Territories,Grocery & pharmacy,11.1
1624,2020-02-29,Northwest Territories,Grocery & pharmacy,5.25
1625,2020-03-02,Northwest Territories,Grocery & pharmacy,6.44
1626,2020-03-04,Northwest Territories,Grocery & pharmacy,11.66
1627,2020-03-06,Northwest Territories,Grocery & pharmacy,6.93
1628,2020-03-08,Northwest Territories,Grocery & pharmacy,3.7
1629,2020-03-10,Northwest Territories,Grocery & pharmacy,11.85
1630,2020-03-12,Northwest Territories,Grocery & pharmacy,3.16
1631,2020-03-14,Northwest Territories,Grocery & pharmacy,-0.01
1632,2020-03-16,Northwest Territories,Grocery & pharmacy,11.29
1633,2020-03-18,Northwest Territories,Grocery & pharmacy,4.99
1634,2020-03-20,Northwest Territories,Grocery & pharmacy,-5.56
1635,2020-03-22,Northwest Territories,Grocery & pharmacy,-40.75
1636,2020-03-24,Northwest Territories,Grocery & pharmacy,-40.68
1637,2020-03-26,Northwest Territories,Grocery & pharmacy,-23.42
1638,2020-03-28,Northwest Territories,Grocery & pharmacy,-31.59
